text,label
নাস্তিকের বাচ্চা এখনো আমিযদিকোনভুলকরেথাকিএই বুজাইতে দিয়ে কথাটা তুই জাতিরে চাস,religious
খানকি ধরনের নাস্তিকের বেঁচে থাকার দরকার নেই।,religious
অই নাস্তিকের বাচ্চা তুই মুছুলমান ধর্ম অন্ন,religious
নব্য মেয়েটার কথায় মোটেও অবাক হয়নি কারন মিডিয়া জগতের কারো এক্সপেক্টেড।ফ্রেন্ডলিস্টের সকল হয়ে ভাইবোনদের অনুরোধ জানাবো নাস্তিক ফলোয়ার মুসলিম ঈমান রক্ষার্থে আনফলো করুন।,religious
ফেসবুক হ্যাক দায়ে বিচার পরকালেই বিশ্বাসী নন। ইমানের সাতটি বিষয়ের একটিতেও অবিশ্বাসী কাফির হিসেবে পরিগণিত। হ্যাঁ সকলেই জানি মহান আল্লাহ তায়ালা ক্ষমাশীল। একজন কাফিরকে আল্লাহ তায়ালা নিশ্চয়ই ক্ষমা দিবেন এতো নিশ্চিত হলেন কিভাবে আপনিতো মহান আল্লাহ তায়ালাকে ভয় আল্লাহ ভয় মূলত ফেমাসিটি হারাবার। এভাবে বলছেন ভুল থাকি এখনো সন্দিহান ভুল কিনা ভুল করেছি জঘন্য ভুল সেটি। এখনো সময় বড় ভুল করছি সবাই মাফ দেনআল্লাহ তালার ক্ষমা,religious
জুকার বার্গকে কারন করবো প্লিজ রিয়েক্ট জুতার একটা করেন। অনুরুধ রিয়েক্ট দিয়ে শান্তি পাচ্ছি,threat
কবরে যাবেন আাললাহ্ আাপনাকে ক্ষমা বাংলাদেশের মানুষ ওমুসলিম হয়ে একজন নাস্তিক হয়ে গেছেন বয়সক মানুষ আাপনাকে ছারবেনা বাংলাদেশের কলনক আাপনি। ছি ছি ছি,religious
তোমাকে জুতা পিডা উচিৎ।। একজন মুসলিম হয়ে বল্লা পরকাল বিশ্বাস করি।।।যদি হিন্দু হোতা এতো কমেন্ট বাজে হতো না।।।তুমি মুনাফিক হয়ে গেছো তোমাকে স্রয়ং আল্লাহ কিভাবে ক্ষমা না।।।ইহুদি,threat
পাগল আত্মা রুহ দেখেছ,religious
যেটা দেখিনি বিশ্বাস করিনা। যুক্তি দিয়ে সাফা কবির পরকালে বিশ্বাসী না।আমি চাইসে টার বাবা মায়ের বিয়ে দেখছেবা নাইজেরিয়া উগান্ডা নামক দেশ দেখছেবা বাবা মায়ের যেই কাজের দুনিয়া দেখছে কিনাএগুলা বিশ্বাস করে।কিন্তু পরকালে বিশ্বাস না।নাস্তিক আসছে সম্মন্ধে জান।,religious
একটা ইসলামী কান্ট্রি এইসব আজাইরা কথা হবেই তাইনা ফেন আল্লাহ্কে বই বিশ্বাস তাইনা এইসব কথা মুখ সুনে সবাবিক বাবে নিবেনা লাইনে আছেন এইসবতো বলবেনই ভালো বুঝি এইসব কথা পাবলিকলি বললেই পারতেন পরালেখা তাইবলছি আল্লাহ্ সম্পর্কে পরকাল সম্পর্কে ভালো যেনে নিবেন পরকালকে বাজারে সুধু নাস্তিক দের বইপরলেতো অবস্থাই বইটা পড়বেন আসাকরি সকল প্রশ্নের পাবেন,religious
শালা টোকাইয়ের বাচ্চা পিঠিয়ে পাইতাম জুতা দিতাম তোরে,threat
নাস্তিক ওয়ান নং মাগি,religious
বোন নাস্তিক বলছেন শাবরাত দেখেছেন শাবরাত কেমন,religious
বিশ্বাসের দরকার নরকে যাবে।,religious
নাস্তিক বাবামা সবাই নাস্তিক।,religious
যেটা বলছেন শুনার মসলিম হয়ে মান কথা কথায় টা ছিনতা হতনা একটা ভুলের দের নাস্তিক সন্মমান আরে বাংগালী,religious
পরকালে বিশ্বাস ঈশ্বরের,religious
দরকার। কবিরের পরিবারটাকে মুরগী বিতাড়িত দেশ,threat
বয়কট গালি দিবেন না।সে নাস্তিক। মাগিকে পারলে করুন।,religious
বলছেন আল্লাহ ভয় ভুল ক্ষমা ভুল ভুল করেছি ভয়ানক ভুল,religious
নাস্তিকের বাচ্চা বলবে ভালো,religious
জানতাম ইসলামিক পরিবারের লোকেরা আল্লাহ বোঝে পাচ্ছি সালার পরিবার নাস্তিক মনডা সাফাকে বলিনি।,religious
পরকাল বিশ্বাস করেনা মুসলমান পারেনা। অাজ নাস্তিক বয়কট করলাম অনুষ্ঠান দেখবোনা।,religious
খালা চাইতাছে ছিড়া আলকাত্রা মাইরা গলায় জুতার মালা পরাইয়া লাইনে দারকরাইয়া পুলাগু তুমারে জুতার চুম্মা খাওয়াইতেআমার সাহায্য পুরন ইচ্ছাটা খালা,threat
দেশ বের এরকম নাস্তিক মেয়ের দরকার নেই।,religious
কথায় অবিশ্বাসী হই ভুল করছ ভুল করছ প্রথমে ক্ষমা চাও করো।,religious
জন্ম মুসলমানের জন্ম পারেনা ওনি কাফেরের বদয়।,religious
একটা নাস্তিকের বাচ্ছা,religious
তোর নাস্তিক পৃথিবীতে দরকার মানুষের মরন কামনা তবুও ঠিকনা বাধ্য হচ্ছিআগে তোর নাটক দেখতাম তোর নাটক দূরে থাক তোর শয়তানের নামও শুনতে চাই পেতনি একটা থুতু তোর কপালে,religious
পরিবারের না। নাস্তিক উদ্দেশ্যেই ক্ষমা। ক্যারিয়ার বাচাঁনোর করেছে। মিথ্যা ভক্তদের সিমপ্যাথি পাওয়ার চেষ্টা। নাস্তিক কখনো আস্তিক সবাই মতে। বাকী আল্লাহ্ পাক ভালো জানেন।,religious
বাপ আস্তা মালাউন মেয়ে,religious
নাস্তিকরা পাগল প্রমাণ দিয়েছে।,religious
পরিবারের শিক্ষা পেয়েছেন অবাক প্রচার মাধ্যমও আপনাকে বিষয়ে নিন্দা ভুল ইসলাম সম্পর্কে জেনে নিন খুশি মন্তব্য করুন মহান ঈশ্বর সকলকে নির্দেশনা আমিন কোরানের ভুল প্রমাণ পারবে কেয়ামত সম্ভব না।,religious
নাস্তিক মুরগি শাহরিয়ার কবিরের অবৈধ কন্যা।,religious
টিভি দেখিনা ইউটিউবে ঢুকলেই এড আসে।তখন দেখেছি মেয়েটাকে। কিউট লাগতো বেশ। জানতাম মেয়ে গতকাল এক ইন্টারভিউতে বলেছে পরকালে বিশ্বাস করেনা নাউজুবিল্লাহ। একটা মুসলিমদের বর্জন করা। অবাক হলাম ফ্রেন্ডলিস্টের অর্ধেক ফ্রেন্ডসই ফলোয়ার তাদেরকে দ্বীনদার বলেই জানি।যাইহোক সাফা কবিরকে আনফলো রিপোর্ট করা। তাহলেই জনসম্মুখে এসব নাস্তিকগিরী ছুটে আগতঅনাগত নবাগত নাস্তিকদের। বলবেন গিবত করছি। মেয়েকে উদ্দেশ্যে বলিযখন পাপ সামাজিক ব্যাধিতে পরিণত বয়কট জনগনকে সচেতন গিবত যায়আল এন্ড ছয় কারণে গিবত জায়েজ তারমধ্যে অন্যতম। রিপোর্ট হাদিস।যে আনফলো নামের নাস্তিককে। বিঃদ্র রিপোর্ট পেইজ বন্ধ দিলে কিছুটা শিক্ষা হবে।এটা মগের মুল্লুক নয়মুসলমানদের দেশ।। এদেশে নাস্তিকদের মাথা উঁচু বুক ফুলিয়ে নাস্তিকতা মানিনামানবোনা ইং শা আল্লাহ।,religious
নাস্তিকের ছেলে নাস্তিক কাতার মুসলমানদের থেকে।,religious
ফাসি নাস্তিক,threat
সারা পৃথিবীর ইতিহাসে যতগুলো দেশে সংখ্যা লঘু রয়েছে সবচাইতে নির্যাতনের শিকার ভারতের মুসলিম সংখ্যালঘুরা পৃথিবীতে সবচাইতে সান্তিতে বসবাস হিন্দু খৃষ্টান বৌদ্ধ সংখ্যালঘুরা প্রিয়া সাহা ট্রাম্পের বর সবচেয়ে মিথ্যাচার করেছে।,religious
আপনারা জানেন বাবা সাফা গডফাদার শাহরিয়ার কবির নাস্তিক মুরগি কবির মেয়ে নাস্তিকের কবির পুরা ওরফে দের এজেন্ট।,religious
দোয়াই নাস্তিকেরা আল্লাহর দেয়,religious
নাস্তিক ঈশ্বর তোমাকে নির্দেশনা দেন।,religious
বাংলাদেশে টিভি চ্যানেল নাস্তিকদের জন্ম হয়।,religious
ভাই চ্যানেল বন্ধ দিলে টিভি বাংলাদেশে নাস্তিক না।,religious
ভাই কিভাবে আল্লাহ রাসুল সঃ বিশ্বাস যাজারা ফাঁসি বাবা আপন সাথে সেক্স করে। মানুষ নয। এদেরকে সরাসরি জনগনের ভাইয়ের হউক।,threat
ইসলাম ধর্ম অস্বীকার সমস্যা আল্লাহ অবশ্যই অমুসলিমদের আমন্ত্রণ জানাতে বলেছেন।,religious
আল্লাহ সাফা কাবির কঠিন কঠিনতম গজব নাযিল কর কলংক দুনিয়াতে কালের কষ্ট পায় কোনদিন সন্তানের মা বানিয়ো মা জাতির পুরুষের বউ বানিয়ে স্তী জাতির বদনাম সাফা কাবিরকে গজব দাও আল্লাহ আমিন আমিন আমিন সবাই বলুন,religious
সাফাকবির আপু রাতে ফ্যানের বাতাসে জন্মগ্রহণ বিশ্বাস একজন নাস্তিক যুবক হস্তমৈথুন বীর্য নিষ্কাশন জানি একজন মুসলমান সত্ত্বেও ঘটনার মধ্য জন্মগ্রহণ করেছিলেন।,religious
বাবা নাস্তিক বাচ্ছা। নাস্তিক,religious
বাংলাদেশে নাস্তিকদের জাগরণ নেই।,religious
কপালে জুতা মেরেছি কাফিরের বাছ।,threat
আরে নাস্তিক কবির জানে । হাপা ভুল,religious
তোর তুই দেখ তোরে বাংলাদেশ বের নাটক নাস্তিক,religious
নাস্তিক সাফা কবিরকে দেশ বহিষ্কার উচিত।,religious
স্বীকার একজন নাস্তিক কখন নাম লিখবে নাস্তিকদের রাণী।,religious
কাফি বোঝাতে চাচ্ছিছ মানে ভুল করোনি ব্যাপার,religious
আসলে সাফা আপুর নিঃসন্দেহে নাস্তিক ধর্মীয় গোঁড়া অশ্লীল মন্তব্য পরকালে কতটা বিশ্বাস,religious
মোফা লোফা নাস্তিকদের ইসলাম বিরোধী ইউরোপআমেরিকার নাগরিকত্ব পেতে,religious
সুদানীদের আগুনে পুড়িয়ে মারার প্রয়োজন ক্ষোভ বেড়ে গেছে।,threat
মোঃ সৈকত অবশ্যইকিন্তু ভূঁইয়া মুখে কসটেপ মারলে গ্রাম বাড়বেইএভাবে নাস্তিকতা ঘরে ঘরে যাবেবিশ্বো নাস্তিকতায় র্যাংক বাংলাদেশ ২য়বুঝো,religious
মালিক মালাউন সবাইকে বুঝতে হবে।,religious
রাগ জুতাপেটা কমবে,threat
নাস্তিক কুলাঙ্গার উপযুক্ত শাস্তি দাবি করছি। সাফার মুসলিম দাবি করিস নাস্তিক তুই নিজেকে বাংলার মাটিতে তোর স্হান নাই।,religious
কিসের ক্ষমা চাইছস । তুই । নাস্তিক পরকালই বিশ্বাস করস ।,religious
পরকাল বিশ্বাস ঈশ্বর পাকের ক্ষতি পরকাল বিশ্বাস ঈশ্বরে বিশ্বাস ঈশ্বরে বিশ্বাস নাস্তিক।,religious
ঘৃণা প্রকাশ ধারণা চাচা অমৃত্যু খুবই তুচ্ছ সূরা কাফিরুন কাছে। ভুলে যাবেন হারাম।,religious
নাস্তিকের ছেলে সাফা কাবির বলছে সবাই মনোযোগ পড়বে আল্লাহর প্রার্থনা ভুল মানে জানে ফেসবুক অসামাজিক কার্জ কলাপের গোদাম [রেডিও],religious
কবরে পারবে পরকাল কী।,religious
একজন নাস্তিক অভদ্র বাংলাদেশ শেষ।,religious
বাহ আল্লাহর ফেইসবুক এ্যকাউন্ট হ্যক হইছে ভালো বিচার দিছেআরে গতকালকেই রেডিও চ্যানেলে পরকালে বিশ্বাস নাএবং দেখেন ওইটা বিশ্বাস নাতাইলে আল্লাহকে পেয়েছেনএখনতো কাফেরের দলে বাহ গেছেন সময় আল্লাহর তওবা আল্লাহ পরম দয়ালু,religious
পতিতাপাড়ায় আসার ইমান হারিয়েছ মত নাস্তিক পরকালে বিশ্বাস ঈশ্বরের আসে না।,religious
বাংলাদেশের ভাইয়েরা নাস্তিক সাফা কবির টাকার নাটক বয়কট অনুরোধ করছে।,religious
দিয়ে কবির জুতা সাফা মারা,threat
আল্লাহ রে নাস্তিক।। কাছে।।নাস্তিকের চায় আল্লাহর বিচার ঘরের বিশ্বাস নাস্তিকনাস্তিক= মহানাস্তিক,religious
নাস্তিক শিশুর পেটে কুকুর বাচ্চা।,religious
কয়েকদিন প্রমানিত নাস্তিক হয়ে একটা নাস্তিক মুখে কথা মানায়,religious
জুতা পেটা ধম থাকলে বিবেক কথা অাসত মুখ দিয়ে।তুদের জানোয়ারনৃন্যতম কিছুতেই অাধুনিকতার ছোয়া,threat
তোর কমেন্টগুলো পড়তে পড়তে খুবই ক্লান্ত তোর সম্পর্কে লেখার শুনে মুড এইটুকু মুনাফিক কথা আল্লাহ তায়ালা নাএখন তুই সারা ছাগলের মত ব্যাব্যা,religious
ঈশ্বর মুনাফেকদের হাত রক্ষা করুন আমিন,religious
আরে জায়েত খান কখন ছবি তুলছেন মাইগা ছবি কেডা নিজেকে বড় জুতাদা বেরায়া তোর নায়েক গিরি বারকারব জনগণ হিরু আলম দে জানে বালের মা আছে।,threat
সারা সিলেট বাসির খুবি প্রিয় একজন বাউল রনেশ ঠাকুর কারা বড় একটা জঘন্য পারল আসলে গনেশ ঠাকুর সারাজীবন গান গেয়ে দ্রুত পারেননি টাকা চেয়ে গানে যেতেননা একমাত্র একটা টিনের ঘর পুড়িয়ে পারল খুবি দুঃখজনক বিষয় টা অতি কিচ্ছু সুস্থ বিচার চাই এতো হ্যা ধর্ম লেকচার লিখিয়েন অপরাধী ধর্মের যেই হউক একজন অপরাধী,religious
মাথায় সমস্যা কিভাবে। মানুষ আটিসটের আশা এভাবে না।,religious
সাফা কবিরকে অপমান বলছে প্রিয় নাস্তিক কিভাবে প্রিয় কতটুকু বিশ্বাস পারে।,religious
আরে বোন যতই মডেল হও একদিন একদিন তোমাকে কবরে মরতে তোমাকে বাঁচাতে পারবে ঈশ্বর দয়ালু তোমাকে ক্ষমা করুন নির্দেশনা দিন।,religious
বইন তোর মুখে আল্লাহ কথা মানায় তুই একটা কথা বলবি ভালো কথা বলবি তোর শিক্ষা গ্রহণ কতা মানুষ তুই নাস্তিক কইলি আসলে তোর নাটক মন নাম দেখতাম ভালো লাগেতো মুই একটা মাইয়ারে পছন্দ কইতে তোর নাদুস নুদুস মুখটু ছোট তোর মাঝে তারে খুইজা পাইতাম কারন তোর নাটক বইরা মুতি মুতি মুতি বইন তুই আল্লাহ নাম লও কইয়া লজ্জা তোর তুই আজন্মা মানুষ আগাছা কুত্তী নাস্তিক তুই আল্লাহ দিয়া লইতে চাও ক্ষমা চাইতে চাস ভালো হুজুর ধইরা মুসলিম হ মাইনা নিব আল্লাহ নাম মুখে নিস তুই মুসলিম আল্লাহ তুই বিশ্বাস করিস বোইন হিন্দু কথা মতে তুই মুসলিম হয়ে কথা কেমনে কইলি হিন্দু ভাই বোনরা তারাও মুসলিম দের সন্মান তোর কমু বল পারলে মুসলিম হইস,religious
বেচারা বিজেপি সম্মান রাখেনি।,threat
মিশরের শহীদ হাসানুল বান্না রহ পঞ্চম শ্রেণীর ছাত্র। একজন নাস্তিক শিক্ষক বললেন—তোমরা দেখো ছাত্ররা হ্যাঁশিক্ষক অর্থ অস্তিত্বমান। তোমরা আল্লাহকে দেখো ছাত্ররা না। শিক্ষক অর্থ আল্লাহর অস্তিত্ব নেই।ছোট্ট বালক হাসানুল বান্না শিক্ষককে উস্তাদ অনুমতি দিলে সহপাঠীদের প্রশ্ন জিগ্যেস করতাম। শিক্ষক করো। হাসানুল বান্না আচ্ছা বন্ধুরা তোমরা শিক্ষককে দেখো সবাই হ্যাঁ পাচ্ছি। হাসানুল তারমানে আছেন। আচ্ছা তোমরা শিক্ষকের জ্ঞান পাচ্ছ সবাই না।হাসানুল বান্না মানে জ্ঞান নেই। উন্মাদ পাগল। শিক্ষক হাসান বান্না ত এভাবে ভাবিনি। চোখ খুলে দিলে।— হাফিজাহুল্লাহর টাইমলাইন থেকে। কিয়দাংশ,religious
শোনার কথা বলার নাস্তিকের মত কথা বলবেন হুশিয়ারের মত।,religious
নাস্তিকরা ক্ষমা চাইতে ফরৌণ ক্যারিয়ারকে ক্ষমা রক্ষা চেয়েছিল একজন ভাল হুজুরকে ডেকে তাউবা করেছিলেন।,religious
তোরে পাইলে খুলে মারবোপতিতা জুতা,threat
জুতামু তোরে পাইলে,threat
মুরগী কবিরের কন্যা নব্য নাস্তিক।,religious
নিকস্ট ডাসভিনের নাস্তিকদের উত্তেজিত,religious
একটা নাস্তিক আসলে,religious
তোর আল্লাহর গজব পড়বে তোদের নাস্তিকের বাংলার জমিনে জায়গা মত,religious
ইসলামে আল্লাহর সাতটি বিধানের একটিতে সন্দেহ কখনো কোরআন পড়েছেন ইসলাম জনগণের চোখে একটু মনোযোগ পাওয়ার শিক্ষা।,religious
পুরো বংশই নাস্তিক।,religious
কথা সরকারী জুতা মারা উচিত।,threat
একজন নাস্তিক নাস্তিকের শাস্তি নরকের আগুন।,religious
নেইকারন বাংলার জমিনে নাস্তিকের অধিকার থাকার বাংলার জমিন মুসলমানদের,religious
চোখ বন্ধ একজন নাস্তিকের পাতা।,religious
এইভার কথাটা সামলা নাস্তিক ঠেলা শিকার করতেছে,religious
নাস্তিকের বাচি একটা মুসলিম দেশ নাস্তিক রক্ষা পাবে ধন্যবাদ ভাই আকাশে নাস্তিকের আইডি উড়ে গেছে।,religious
নাস্তিক বিতাড়িত বাংলাদেশ মুরতাদদের দরকার,religious
কালকে জুতা পেটা বাংলাদেশ বের উচিত।তোর চরিত্রই নেইযে কাফের সেও জানে পরকালে বিশ্বাস নরক তুই পড়ো তোকে করিস,threat
ওরে মাগো আপনারে এতবার আল্লাহ আল্লাহ লাগবেনা। হয়ে নাস্তিক বিচারের অপেক্ষায় থাকেন।,religious
ব্যক্তি পরকালকে বিশ্বাস নাস্তিক বিশ্বাস করো আল্লাহ পাকের ক্ষতি চট্টগ্রামের মেয়ে এখনো তোমাকে সারাজীবন ঘৃণা করব পরিবার তোমাকে ভাল শিক্ষা পারবে,religious
নাস্তিকের ছেলে খানকির ছেলে কুকুরের বাচ্চা সুয়েরের ছেলে।,religious
অনতত্ব টা মাস রোজার থাক ভালো একটু,religious
নাস্তিক শাহরিয়ার কবির পুরো পরিবার নাস্তিক ছিলেন। সাফা কবির জাতির সত্য প্রকাশ কবি বাংলাদেশকে নাস্তিক করছেন।,religious
। নাস্তিক এগুলো,religious
একজন অভিনেত্রী মডেল রেডিও অনুষ্ঠানে বলেছেনতিনি পরকালে না। দেখেন বিশ্বাস না।তার কথায় মানুষেরর প্রতিক্রিয়া অবাক হইনি দুখ পেয়েছি।প্রথমত মুসলিমদের সংশয়বাদিতা নিরব নাস্তিক্যবাদ দিনদিন প্রকট আকার ধারণ করেছে। উক্ত অভিনেতা একা নন লাখো লোক সংশয়বাদি সেমি সিকি নাস্তিক। সামাজিকতার ভয়ে মনের কথাগুলো খুলে না। অভিনেতার ক্ষোভ ঝেড়ে মূল সমস্যাটা উপলব্ধি করুন। ধরণের লোকদের সংশয়গুলো দুর ইসলামের অস্থাশীল কতোটা উদ্যোগী বরাবর ব্যস্ত কেবল শক্তি ক্ষয়ের পেছনে। দ্বিতীয়ত আলোচিত নারী পরকালকে বিশ্বাস বিশ্বাস অবস্থান জানিয়েছেন। কারণে বাজে মন্তব্য থাকতে যথাযথভাবে গালমন্দ পথে আহবান যৌক্তিকভাবে কথা খণ্ডন ব্যক্তিগত বিষয়ে বাজে মন্তব্য ঈমানের ইসলামের কোন্ শিক্ষা আল্লাহর ওয়াস্তে মূর্খতা ইসলামকে ডিফেন্ড ইসলামকে হেয় না। এছাড়া প্রতিবাদের নামে,religious
নাস্তিক।।প্রত্যাক ধর্মই পরকাল বিশ্বাস নাম বাবার মা নিজেও করে।।ওর নলেজ,religious
একজন তুই নাস্তিক তোর ভিডিও,religious
চিন্তা করেনি বাংলাদেশের ট্রল পাতা অবশেষে পোস্টে লাথি মেরে বের সাথে কথা বলছে পরের ব্লক পরের হাসাহাসি করছে।,religious
জানি কয়েকদিন ফে বুতে পড়েছে জানি ঘটনার নিন্দা সংস্কৃতিকে এভাবে ধ্বংস শাস্তি দেয়া উচিত।,threat
ঈশ্বরের ক্ষমা প্রার্থনা সম্ভবত ধরনের নাটক চাননি নাটক নাস্তিকদের সুযোগ বান্ডার সামান্য কথা ঈশ্বরের আজাবের কথা পাপ,religious
ভিডিওটি চাইনি দেখেছি একবারও ঈশ্বরকে বলেননি নাস্তিকের আশা যায়।,religious
সবাই ফেস বই গাঁজা খাই ওহ দুঃখিত আপু ফেসবুক চালানোর গাঁজা ভালো মানুষ একটু দেরি সালি নাস্তিক বালক বোধের চেতনা আছে।,religious
পিঠা জুতা দিয়ে,threat
বিনোদনের জুতা মেরেছে।,threat
আমিও সাফা কবিরের কথার বিরুদ্ধে পরকালে বিশ্বাস নাঘৃনা জানাই কথায়। মূল বিষয় হইতাছে সাফা কবির কথা বলার ভক্ত ছিলা একজন কমেন্ট লিখতা এগিয়ে যাও আপু সাথে আছি ভালবাসা। জারা গুলা লিখতা গালি দাও তোদের মুখে গালি সাফা কবির কথা বলছে বিচার আল্লাহ তোরা তোরা গালি দাও তোদের আল্লাহ কথা তোদের অনুমতি দেয় তোরা গালি দে কথা সুনার বাংলাদেশের ছেলে মেয়ে হুজুর হইয়া আল্লাহ কয়টা বিধান পালন কর আল্লাহ তায়ালা কথা অস্বীকার হারাম ভুল স্বিকার করছে। আজকে কথা বলায় নাস্তিক তোরা দিনে কয়েকবার আল্লাহ অস্বীকার কর বাজে বল বেপারে না। মন মানুশিকতা বদলাও সবাই সানাই গুলা গুলা আল্লাহ বিরুদ্ধে আল্লাহ এক বিরুদ্ধে তোমাদের দেহ দেখিয়ে মজা দেয় সাফা কবির তো৷ দেয়না। জন্ন্যে তোমাদের জ্বলে সাফা কবির বলছে পরকালে বিশ্বাস হ্যাঁ এইটা ভু,religious
নীরব নাস্তিকের সন্তান নাস্তিক।,religious
মুসলমানদের নাস্তিক রাই মান চায় নষ্ট,religious
ভাই সাফার মালাউন আইসা মজা নিচ্ছে।সাফা পরকাল বিশ্বাস করেনা ভালো কথা ধর্ম ত্যাগ রেডিও তে একথা বলার মানে মুসলমানদের হেয় নাহআজ হিন্দুদের দেবতা নিয়া কথা উঠত তথাকথিত জারজ কমেন্টদাররাও জারজ হেটার্স হয়ে যেতোএখন মূর্খ তাছাড়া বুঝে সাফাকে সাপোর্ট মালাউন ভাই ভালো জীবনেও বুঝেনি,religious
করতামআর বাচ্চা নাস্তিকের বাচ্চা তুই কেমন দরনের বুল করলিতুই ডাইরেক্ট পরকাল বিশ্বাস করছ বলার বইলা আল্লাহর মাফ চাস কথা টা কথা সময় তর সোনায় বাল গজায় নাইতরে পাইলে মোডা একটা রড গরম কইরা তর মুখ দিয়া বইরা পুটকি দিয়া বাইর জানোয়ারের পুটকির ফুটা দিয়া মরিচের গুড়া ডেলে দিতাম,religious
আল্লাহর বিচার দিচ্ছেন ছিলো পরকাল থাকলে আসলেন কুথা যেদিন মৃত্যু সেদিনি থেকে। শুরু। মরবেন পরকাল ভেবেছিলেন বাংলার মানুষ আপনাকে ছেড়ে দিবে নিজেকে ধর্ম চিনুন। কারন মুসলিম রাষ্ট বাংলাদেশ এখনে নাস্তিকদের যায়গা নেই।,religious
নাস্তিক তাড়াতাড়ি ক্ষমা করোনি ঈশ্বরের ক্ষমা চাও।,religious
রাজাকার শব্দটি উচ্চারণ পতিতা চুদানে জন্মগ্রহণ পরিবার রাজাকার। শুয়রের সন্তানরা জানে ভিডিওটি ভুয়া।,religious
চেহারা জুতা খুলে ফেলবে।,threat
প্রশ্নএই নব্য নাস্তিকে তুই বাবা বলিস তুকে বিশ্বাস করো বিশ্বাস দেখি জন্ম বিশ্বাস না। অর্থাৎ জারজ সন্তান।,religious
নাউজুবিল্লা নাস্তিক শাহরিয়ার কবিরের পতিতার মেয়ে।,religious
মদ খাওয়া কবরের শাশ্তি শাশ্তি পাবেন।,religious
অবশ্যয় সাফা কবির নাস্তিককাফির যাই বলেনউনার গতকাল শাস্তি অবশ্যয় পাবেন পাপের উনার চৌদ্দগোষ্টিকে বাজে ভাষায় উদ্ধার করতেছেন পরকালে পুরষ্কৃত,religious
দেখেন আইডি কিভাবে নষ্ট নাস্তিকদের বিচার আপনাকেও দোষ ভালো পৃষ্ঠাটা উড়িয়ে দেইনি।,religious
আনফলো করুন ওরে সবাই,threat
মুনাফেরা বলবে।,religious
কিভাবে বিশ্বাস একজন নাস্তিক,religious
নাস্তিক দল ওনার ওমা ভাই বোন সবাই অধিকার দেশ,religious
তুর মাগির হয়ছে দিব তুর সাতটা বের জুতা কইটা,threat
নাস্তিকের বড় গলা চোরের বাচ্চা তুই,religious
খুন কই করব কবর বাড়ি,threat
আসবিনা বাজার ভুলেও ককস সাফা লাশ হবি রাকিস পাইলে,threat
মুসলিম নামধারী মহিলাটি রীতিমতো নাস্তিক । মন্তব্য করুন । হেদায়েত পাক আল্লাহপাক নসীব নিষ্প্রয়োজন ইনশাআল্লাহআমীন।,religious
জানুকে অপমান উদ্দেশ্য বলি একজন নাস্তিককে অপমান যায়।,religious
সালির ব্যাটি তুই পরকাল বিশ্বাস করো ো ে ত,religious
নাস্তিক কিরখস্টানরা পরকালকে বিশ্বাস না।,religious
একজন নাস্তিক একজন নাস্তিক একজন নাস্তিক,religious
পরিবার পুরা নাস্তিক পাছা কবির ভাল না। হবেকখনই,religious
গরম লাভ ইউ সাফা কবির সবাই ভাববে সাফার চুদবো সবাই নাস্তিক লাগেনা চুদলে,religious
ভাবতেও ঘৃনা হচ্ছে।।আপনাকে এতোদিন ভালো জানতামএককথায় ছোটখাট একটা ফেনবাট দুচোখেও আপনাকে নাখুব গালি ইচ্ছে ভদ্র সমাজের মানুষ আমরাআর বড় কথা মুসলিমআপনার নাস্তিক না।।মানুষ ভুল করেও পারবেন না।।আপনি কথা পাগলও কথা মুখ দিয়ে এনেছেতাহররে পাগলের অধম।।আপনি আল্লাহকে কথা আল্লাহ বিচার দেনকোন মুখে,religious
নাস্তিক। আল্লাহর নিকট দোআ করেন। তুমাকে হেদায়েত দান আল্লাহ,religious
আরে নাস্তিকের ছেলে অনলাইনে লাইসেন্স আমদানি করছ নোয়াখাইল্লা ভাষাকে বোকা বানিয়ে দেব ফ্যান আন্তেন্না গোয়া মারি।,religious
এখনো ভাব মধ্য নাস্তিকতার কথার যাই,religious
নাস্তিক হারামজাদি জারজ।,religious
চুদে শেষ বাংলাদেশ ছেড়ে নোয়াখালী মানুষ ছিড়ে খাবে তোরে। আইডি নাস্তিক ক্রাশ ছিলাম ওয়াক থু।,religious
পরিষ্কার হাদিস ব্যাখ্যা পরকাল বিশ্বাস সাফার দলে।,religious
নাস্তিক বোনের বলো তৌহিদুল ইসলাম তুহিন ব্যাকস্ট্রিট বোই রোনি এম আল নায়েম।,religious
সাধু নই মুসলমান নই ইসলাম অনুসরণ বেশী কথা বলব একজন মুসলমান নাস্তিক দেখিনি বিশ্বাস কখনো গ্রহণ করব কারন দেশে নাস্তিকের জায়গা,religious
মুরগি নাস্তিক মেয়ে চোরা এমনই হয়।,religious
একজন নাস্তিক টিভিতে ধরনের নাটক দেখতাম পাচ্ছি না।,religious
সত্যি কথা ওনাকে বাংলাদেশের নাটক সিনেমার হুরদের একটু কম করো । যাই চিনিনা বোন পরকালকে বিশ্বাস চিনি করো ইনশাল্লাহ আল্লার শান সৌকত মর্যাদা লাভ ক্ষতিতে প্রভাব পরবে । বিশ্বাস হয়তো লোকের আধুনিক পার কুটি মুমিনের নাস্তিক মুশরিক কাফির ।,religious
জুতা মারা নাস্তিকের বাচ্চা নাস্তিক।,threat
