text,label,text_length
প্রশ্নএই নব্য নাস্তিকে তুই বাবা বলিস তুকে বিশ্বাস করো বিশ্বাস দেখি জন্ম বিশ্বাস না। অর্থাৎ জারজ সন্তান।,religious,103
নাউজুবিল্লা নাস্তিক শাহরিয়ার কবিরের পতিতার মেয়ে।,religious,50
মদ খাওয়া কবরের শাশ্তি শাশ্তি পাবেন।,religious,36
অবশ্যয় সাফা কবির নাস্তিককাফির যাই বলেনউনার গতকাল শাস্তি অবশ্যয় পাবেন পাপের উনার চৌদ্দগোষ্টিকে বাজে ভাষায় উদ্ধার করতেছেন পরকালে পুরষ্কৃত,religious,135
দেখেন আইডি কিভাবে নষ্ট নাস্তিকদের বিচার আপনাকেও দোষ ভালো পৃষ্ঠাটা উড়িয়ে দেইনি।,religious,80
আনফলো করুন ওরে সবাই,threat,19
মুনাফেরা বলবে।,religious,14
কিভাবে বিশ্বাস একজন নাস্তিক,religious,27
নাস্তিক দল ওনার ওমা ভাই বোন সবাই অধিকার দেশ,religious,43
তুর মাগির হয়ছে দিব তুর সাতটা বের জুতা কইটা,threat,42
নাস্তিকের বড় গলা চোরের বাচ্চা তুই,religious,34
খুন কই করব কবর বাড়ি,threat,19
আসবিনা বাজার ভুলেও ককস সাফা লাশ হবি রাকিস পাইলে,threat,47
মুসলিম নামধারী মহিলাটি রীতিমতো নাস্তিক । মন্তব্য করুন । হেদায়েত পাক আল্লাহপাক নসীব নিষ্প্রয়োজন ইনশাআল্লাহআমীন।,religious,112
জানুকে অপমান উদ্দেশ্য বলি একজন নাস্তিককে অপমান যায়।,religious,52
সালির ব্যাটি তুই পরকাল বিশ্বাস করো ো ে ত,religious,40
নাস্তিক কিরখস্টানরা পরকালকে বিশ্বাস না।,religious,39
একজন নাস্তিক একজন নাস্তিক একজন নাস্তিক,religious,38
পরিবার পুরা নাস্তিক পাছা কবির ভাল না। হবেকখনই,religious,45
গরম লাভ ইউ সাফা কবির সবাই ভাববে সাফার চুদবো সবাই নাস্তিক লাগেনা চুদলে,religious,69
ভাবতেও ঘৃনা হচ্ছে।।আপনাকে এতোদিন ভালো জানতামএককথায় ছোটখাট একটা ফেনবাট দুচোখেও আপনাকে নাখুব গালি ইচ্ছে ভদ্র সমাজের মানুষ আমরাআর বড় কথা মুসলিমআপনার নাস্তিক না।।মানুষ ভুল করেও পারবেন না।।আপনি কথা পাগলও কথা মুখ দিয়ে এনেছেতাহররে পাগলের অধম।।আপনি আল্লাহকে কথা আল্লাহ বিচার দেনকোন মুখে,religious,278
নাস্তিক। আল্লাহর নিকট দোআ করেন। তুমাকে হেদায়েত দান আল্লাহ,religious,57
আরে নাস্তিকের ছেলে অনলাইনে লাইসেন্স আমদানি করছ নোয়াখাইল্লা ভাষাকে বোকা বানিয়ে দেব ফ্যান আন্তেন্না গোয়া মারি।,religious,111
এখনো ভাব মধ্য নাস্তিকতার কথার যাই,religious,33
নাস্তিক হারামজাদি জারজ।,religious,23
চুদে শেষ বাংলাদেশ ছেড়ে নোয়াখালী মানুষ ছিড়ে খাবে তোরে। আইডি নাস্তিক ক্রাশ ছিলাম ওয়াক থু।,religious,87
পরিষ্কার হাদিস ব্যাখ্যা পরকাল বিশ্বাস সাফার দলে।,religious,48
নাস্তিক বোনের বলো তৌহিদুল ইসলাম তুহিন ব্যাকস্ট্রিট বোই রোনি এম আল নায়েম।,religious,73
সাধু নই মুসলমান নই ইসলাম অনুসরণ বেশী কথা বলব একজন মুসলমান নাস্তিক দেখিনি বিশ্বাস কখনো গ্রহণ করব কারন দেশে নাস্তিকের জায়গা,religious,122
মুরগি নাস্তিক মেয়ে চোরা এমনই হয়।,religious,32
একজন নাস্তিক টিভিতে ধরনের নাটক দেখতাম পাচ্ছি না।,religious,48
সত্যি কথা ওনাকে বাংলাদেশের নাটক সিনেমার হুরদের একটু কম করো । যাই চিনিনা বোন পরকালকে বিশ্বাস চিনি করো ইনশাল্লাহ আল্লার শান সৌকত মর্যাদা লাভ ক্ষতিতে প্রভাব পরবে । বিশ্বাস হয়তো লোকের আধুনিক পার কুটি মুমিনের নাস্তিক মুশরিক কাফির ।,religious,226
জুতা মারা নাস্তিকের বাচ্চা নাস্তিক।,threat,35
সাফা কবিরের নাস্তিক ভিডিও সহজ মিয়া খলিফা ভিডিওতে চিৎকার বলছেন ওহ মাই গড,religious,72
অবস্থা পৃথিবীকে দরকার একজন নাস্তিক।,religious,35
নাউজুবিল্লাহ সুন্দর মানুষ ওয়ালী নাম নাস্তিক ছি,religious,46
পচনো কবিরকে অপমান উদ্দেশ্যে আপনাদের একটা অনুরোধ করছি নাস্তিক নই ভাই সম্ভব গালি দেই।,religious,83
ব্যক্তি নাস্তিককে সমর্থন নাস্তিক ব্যক্তি অবিশ্বাসীকে অবিশ্বাসী সেও একজন অবিশ্বাসী।,religious,82
একজন নাস্তিক কিভাবে পৃথিবী দখল,religious,30
সাফা কবিরের গালে জুতা তালে তালে রাখো।,threat,37
চুদিগাছে রায় তুর মারে চুদিখালে চুদিবিলে চুদিঘরে চুদিবাহিরে চুদিবাসে চুদিহেলিকপ্টারে চুদিবিমানে চুদিট্রাকে চুদিপাটক্ষেতে চুদিবাগানে চুদিচাদে চুদিগ্রহে চুদিআকাশে চুদিবাতাসে চুদিবনে চুদিউরে চুদিমাঠে চুদিতোর মারে বিলাই চুদেতোর মারে কুকুর চুদেতোর মারে কাক চুদেতোর মারে ঘোরা চুদেতোর মারে হাতি চুদেতোর মারে কুত্তা চুদেতোর চুদেতোর ছাগলে চুদেতোর মারে রামছাগল চুদেতোর মারে গরু মারে মারে শুকর চুদেতোর মারে কচ্ছপ চুদেতোর মারে হিরু চুদেতোর মারে ডটেট চুদেতোর মারে শিয়াল চুদেতোর মারে বাঘ চুদেতোর ভাল্লুক চুদেনাস্তিকের বাচ্চা,religious,510
পরকালে বিশ্বাস কিভাবে বিশ্বাস করেন। অক্সিজেন আল্লাহকে দেখছেন এটাকে গ্রহণ কেন। বাতাস দেখছেন ঔটা ঘায়ে লাগান। পকিন্নিকে বাংলাদেশের মানুষ তুলছে। হারামী তুই নাস্তিক।,religious,160
ফকিনির ফুলা চিৎকার করো গজব বাড়বে।,religious,34
রাষ্ট্রদ্রোহিতা সাম্প্রদায়িক উত্তেজনা সৃষ্টির মামলা দায়ের পররাষ্ট্র স্বরাষ্ট্র মন্ত্রণালয় বিদেশে নিষিদ্ধ করবে।,threat,113
পাত্রে খায় পাত্র নষ্ট খানা দেশের শত্রু দেশদ্রোহী রাজাকার,religious,57
ভাই ভুল নাস্তিক পরিস্থিতি দেখছি ভালো মানুষ আসছে পরিচয়কে নোংরা তুলছে পরিচয়কে নষ্ট,religious,82
নাস্তিক শাহরিয়ার বাবাও কবির,religious,28
এইজে নাস্তিক শাহরিয়ার কবিরের বংসধর।,religious,36
আপনাদের মত হাইব্রিড সেলেব্রিটিদের অবান্তর কান্ডজ্ঞানহীন কথা বার্তা শুনলে ধিক্কার ইচ্ছে আপনাদের মত সস্তা দামের নারীদের কারণে নারীরা সেক্সুয়াল হারেসমেন্টের শিকার আরো জানেনকিছুদিন একটা মেয়েকে নির্মমভাবে আগুনে পুড়িয়ে দিয়ে হত্যা হয়েছে মেয়েটা এখনো বিচার পায়নিএর মাঝে বাম হাত ঢুকিয়ে দিয়ে জাতি মুভমেন্ট নষ্ট আপনারা মানুষ পিশাচ আস্তিক হোন নাস্তিক হোন জাহান্নামে মুড়ি খান কারো কিচ্ছু রাখবেন আসে ওপেন এগুলা স্ট্যাটাস দেয়ার মানেটা সোজা হয়ে জান ধান্দতে আছেন ধান্দা নিয়েই ব্যস্ত অন্যকিছু নাড়াচাড়া তানাহলে মানূষদের কপালে জতা ছাড়া ভালো মারবে আশ কথা ভালোভাবে যায়,religious,545
ধর্মীয় জনগণের ভাষা সুন্দর লেখার ধরন নাস্তিক সাফা কবির একজন ঈশ্বরবাদী ভুল বুঝতে পেরেছেন ক্ষমা ঈশ্বরের ব্যাপার সূরা ফাতিহা সন্দেহ ইসলাম শান্তির ধর্ম একজন মুসলমানকে অপমান না।,religious,172
জুতা তোরেত বাচ্চা দরকার খানকির মারা,threat,35
এমপি হিরো আলম মহত জন্যে শেয়ার কেরতে সালা চেনাচুর ওলা নামের এমপি লাগাইছে এমপি লেখে তর বাপ লাগাকথায় নামের বাপ মরছে আন্দাগোন্দা পুতের বিদ্যুৎ।,threat,139
মাগি হুম নাস্তিকে দেশ টা ভরে ছাগি,religious,33
আহমিনুকের দল সাইদি সাহেবের নামের মিথ্যা আপনাকে অবশ্যই আল্লাহর বিচার হবে।,religious,72
চুপ করো নাস্তিক।,religious,16
বলো ভালোবাসো পাপ নাস্তিক।,religious,25
ভুল কয়নাই হর্সপাওয়ার মুহাম্মদ অনুসারী হর্স পাওয়ার সঃ হজরত হবেই,religious,62
জুতার মালা গলায় পরতে হবে।,threat,26
আরে ভুল মুসলিম পরকালকে অস্বীকার নাস্তিকদের স্টাইলে ছোট বাচ্চাদের সামান্যতম জ্ঞান একটা উপায় সাফাকে সান্ত্বনা দিচ্ছি।,religious,116
নাস্তিকদের পরিচয় হয়েছে।,religious,25
একটা নাস্তিকের মুখে আল্লাহর নাম মানায় নাযে কিনা পরকালকে বিশ্বাস আল্লাহর নাম নেআল্লাহর নাম পবিত্র পবিত্র হওয়া লাগেআর করেনাসে,religious,123
নাসিক দেশে বাস বাংলার মাটি সরিয়ে দেবে মুসলমানদের বিপদ বয়ে আনবে।,religious,65
তোর জন্ম হয়েছে সেটাকি তুই করিস বিশ্বাস নাচতিকের বাচ্চা,religious,54
জানি মেয়ে দেশে নাস্তিককে বয়কট বুকে রিপোর্ট মেনে নেব আল হাদিস।,religious,63
বিশ্বাস আসলে সাফার বড় ফ্যান ছিলাম ভালোই লাগতো ন্যাকামী গুলা বাট একটা নাস্তিক জানতাম বিশ্বাস যেটা দেখোনাই করোনা বাবা রে ক্যান নাহতুমি করো,religious,136
নাস্তিকরা বিপদ ডেকে আনে ঈশ্বর রক্ষা করুন আমিন।,religious,46
তোর ফাঁসির চাই ফাঁসি তুই বেঁচে থাকলে মেয়েরা ইসলাম ধর্ম ভুলে মাননীয় প্রধানমন্ত্রীর তোর ফাঁসি আবেদন করলাম ফাঁসি চাই,threat,115
সাফা কাবির বের জিতামেরে ক নাস্তিকে,religious,34
অভদ্র নাস্তিক।,religious,14
বাংলা নুতুন বছরে নুতুন নাস্তিকের জন্ম হয়েছে। নাম মঙ্গল গ্রহো,religious,62
এরকম জ্ঞান মার্কা আবাল গুলো গুম আসে কমনেতুই দিতি আরেক নাস্তিক এভাবে সমর্থন নাস্তিক না।,religious,86
নাস্তিক আইনগত নকল কোনবেপারনা বানিয়ে প্রচার বিরুদ্ধে ব্যবস্থা মান হানি মামলা দরকার ।তার আইডি ঠিকানা বের কন্ঠস্বর,religious,111
নাস্তিক মেয়ে নাম পাল্টে দাও নাম রাখ সাফা।,religious,42
নাস্তিকের মত কথা বলবেন বাংলাদেশের মুসলমানরা তুমাই সুস্থ হবে।,religious,60
গরম পাচায় দরকার।হাংকি ডিম দেওয়ার তুর নাস্তিক।,religious,45
দেখেন বিশ্বাস বাবামা জন্মের কিভাবে বিশ্বাস বাবামা শালা নাস্তিক,religious,62
নাস্তিকের সন্তানের বিচার চাই।,religious,29
দিচ্ছেকি কারা এইখানে হা হা রিএক্ট মারতে আসছেনআমি দেখিনাতা বিশ্বাস করিনা একজন নাস্তিক আল্লাহর নামে বিচার কারা নাইস,religious,113
বেশ্যা বিশ্বাস করো একজন মহান নাস্তিক।,religious,37
নাস্তিক মানসিক ব্যাধি আসুন নাস্তিকদের এড়িয়ে চলি নাস্তিকদের নির্মূল ইসলাম ধর্ম জিন্দাবাদ।,religious,90
প্রশ্ন বাবা বল জন্ম তোমাকে বিশ্বাস একদমই বিশ্বাস দেখি বিশ্বাস না। অর্থাৎ জারজ সন্তান।নতুন নাস্তিক করোউত্তর,religious,106
জনি সাফা কবিরতোর চিকিৎসা ভাই নাস্তিক অাসতেছে,religious,44
নাস্তিক শিশু নাস্তিক শালি।,religious,26
তোমাকে কাছাকাছি পেতাম তোমাকে মেরে ফাঁসিতে যেতাম,threat,47
ভাইরা গালি থামবেন না।সেতি দেখলে সরি সেতি খানকি দেখলে হয়ছে অভিনেতা রে দেখবে কেমন মা বাপ দেখবে।তখন আফসোস মেয়ের খানকির নাস্তিক হয়ে গেলো,religious,132
নাস্তিকের বাচ্চারে ক্ষমা আল্লাহ,religious,31
জুতা জানো বাটির সাথে ধাক্কা দরকার মানুষের বাচ্চা।,threat,49
দেখার অাহবান নাটক নাস্তিক সাফার,religious,31
মাগিরকে পরিচয় দিয়েছিআমি দ্বিতীয় তসলিমা নাসরিনকে স্বীকৃতি দিয়েছিগজব পরতে গজববিধর্মীরা পরকাল বিশ্বাস ছেলের বাল হয়েছ,religious,118
তোমরা কুমুসলমানদের সন্তান।,religious,26
তসলিমা জুতা নাস্তিক হয়ে গেছে। মত মার নাসরিনের কপালে। নডি,religious,56
বোকামি প্রার্থনা আল্লাহর ক্ষমা নাস্তিকরা বলছেন চিন্তা কুরআন কখনো ভুল এভাবে কথা,religious,78
ইসলামী বৈশিষ্ট্য বাবামায়ের হস্তান্তর হ্যাঁ ফ্যান পেজ খুলে আকাশে পা নাও।,religious,72
ফেসবুক হ্যাক দায়ে আল্লাহ কাছেবিচার দিলেনআপনি পরকালেই বিশ্বাসী নন।ইমানের বিষয়ের একটিতেও কেউঅবিশ্বাসী কাফির হিসেবেপরিগণিত। হ্যাঁ সকলেই জানিমহান আল্লাহ তায়ালা ক্ষমাশীল। কিন্তুতাই একজন কাফিরকে আল্লাহতায়ালা নিশ্চয়ই ক্ষমা দিবেন এব্যাপারে এতো নিশ্চিত হলেন কিভাবেআপনিতো মহান আল্লাহ তায়ালাকে ভয়করেন ভয় সাতটি মূলত ফেমাসিটিহারাবার।আর এভাবে বলছেন আমিযদি ভুল থাকি কিএখনো সন্দিহান আপনিকোনো ভুল কিনা বলাউচিত ভুল করেছি জঘন্যভুল সেটি।,religious,417
অমুসলিম বিশ্বাস নয়।,religious,20
কবরে গান গাও।,religious,13
স্বর্গে যাচ্ছিলাম শুনলাম মাগিদের স্বর্গ হারাম।,religious,46
জুতা ছিঁড়ে ফেলব।,threat,17
এক জাতি পরের ভুল যেনো একটা জন্মগত সভাব হয়ে সাফাকবির একজন প্রশ্ন পরকাল বিশ্বাস করেনউত্তরে পরকাল বিশ্বাস করিনা ভুল কথা ফেলেছেআমরা বিষয়টাকে গণমাধ্যমে ফেইসবুকে ভিডিওটা ভাইরাল করেছি। নাস্তিক অশ্লীল গালাগালি পোস্ট মন্তব্য ঝড় তুলতেছি। ভুল সমালোচনা ঝড় তুলা এইটা রাসূলসাঃ সুন্নাহরাসূল সা শিক্ষা দিয়েছেন।কেন বাংলাদেশে আলেমওলামা যেকোনো এক ধার্মিক জ্ঞানী লোক দাওয়াত বিনয়ের সাথে ইসলাম পরকাল সম্পর্কে কথা বললে।তারপর বোন ভুল পাষাণ তওবা করুন। রব তিনিতো আল্লাহর পরম করুণাময় অসীম দয়ালু তিনিই তওবা কবুলকারী। আল্লাহ ইনশাআল্লাহ্ হেদায়েতের আলো দান করবেন। হ্যা রাসূল সাঃ আদর্শ।,religious,554
অপমান চাই মুসলমান মুখ গালি বের অমুসলিম ভাই নাস্তিকদের অভিশাপ দেয়।,religious,66
একটা ক্রুশ হ্যাঁ ক্রস একটা মুখো দাড়িওয়ালা নাস্তিককে বাঁশ চায়।,religious,64
সাফা কবির নাস্তিক নাটক হারাম মিয়া খালিফা নাস্তিক ভিডিও পছন্দ ভুল ৫ ওয়াক্ত প্রার্থনার নিজেকে জান্নাতের দাস বানাচ্ছেন আল্লাহ ভুলের দেবেন না।,religious,140
জম্মের মরে পরকাল না। ওনিজেই জানে না। কিসের এক দেখ। পরকাল পারবি।,religious,63
হিন্দু নাম খাচচের সন্তান নাম রেখেছেন হিন্দু নাম খানচকারের সন্তান ভারতে মুসলমানদের নিন্দা ফকিনির ছেলে মালাউনের মেয়ে একজন বড় পতিতা চাদের দেশে আযানের শব্দ শুনে মুসলমান কথা পারব কথা বলি ইসলামের নামে খারাপ কথা নাম রাখি হিন্দু নাম রাখেন বাটী খাচচের বাচ্চা নাম রেখেছেন মুসলিম নাম রেখেছেন নাম রাখানী নাম রাখেন ভারতে মুসলমানদের নিন্দা লজ্জিত নন বড় ভারতে দালালি বলছেন লজ্জিত নন নাম রেখেছেন জানেন জানেন বড় মানুষ জানেন জানেন জানেন জানেন জানেন ফকিনির মেয়ে মুসলমান জানেন মুসলমান মুসলমান মুসলমান মুসলমান জানেন মুসলমান জানেন মুসলমান মুসলমান মুসলমান মুসলমান বড় মেয়ে মালাউনের মেয়ে বড় মেয়ে বড় মেয়ে ভুল দেখেছেন বড় মেয়ে বড় মেয়ে বড় মানুষ বড় মানুষ ভুল দেখেছেন ভুল দেখেছেন ভুল দেখেছেন ভুল দেখেছেন বড় মানুষ বড় মানুষ সম্পর্কে কথা,religious,723
তোর নাম তাসলিমা নাসরিন রাখলো বড় নামতো মোসোল মানের নাম তুই হিন্দু নাম রাখতি খাচ্চরের বাচ্চা আচ্ছা লজ্জা হয়না দুইদিন ইন্ডিয়া দালালি করছো মুসলমানদের বদনাম বলোছ তুই এতো বড় মাপের বাল পাকনা তোর কথা শুনে অবাক আরে ফকিন্নির বাচ্চা মালাউনের মেয়ে তোর পতিতার হই তোর মাপের লোক চাদের দেশে আজানের সব্দ শুনে মুসলিম হইছে তুই একটা ভুল কোরানের তাইলে তোর কথা বলুম দেখাওতে পারলে তুই ইসলাম নামে বদনাম করিস জাহান্নামি,religious,399
কারাপের ছেয়ে কারাপ ৳ মত ওতো এদেশে আচে বিদায় নাস্তিক দেশটা আগুনে পুরে চাই হয়ে,religious,76
ভালোবাসতাম নাস্তিক অনেকপছন্দের একজন ছিল৷ তুই ছিলি তুরে জানতাম নাহ,religious,65
হয়তো টাকার নেশায় পড়ে সময় বলেছোটাকা পয়সা এখনো কথা পরকালে বিশ্বাস কর আনো আল্লাহর মাপ চাও ইবাদাত কর এতেই ইমান মঙ্গল।পোরা কোপাল,threat,123
আল্লাহর ভয়ে ক্ষমা চাননি ক্ষমা চেয়েছেন ফেম আইডি হারানোর এইরকম প্রথমে পরকাল বিশ্বাস উপস্থাপিকা বলছিল প্রশ্ন বৈশাখ খাওয়ার ভয়ে। প্রশ্ন সেলিব্রেটি পরকালকে শব্দ।। হায়রে টাকার করেছেন। তোর নাস্তিক আল্লাহর বিচার দিস তোর আইডি হ্যাক এইটার বিচার তোর মনুষ্যত্ব বলতেও নাই।। বুঝবা পাবলিক জিনিস।।।,religious,286
মানে ইসলাম ধর্মে সমর্থন ধর্ম থাকবো।না কটুক্তি চুপ কথা বললে আমরাই ধর্ষনকে করি।বাহ নাস্তিক এডমিন বাহ।দুচলাম তোর পেজ,religious,113
দূর শালা জুতা মারি।,threat,19
নাস্তিক সাফা কবিরের মন্তব্য হয়ত বিএনপিএর ষড়যন্ত্র,religious,51
নাটক হবেনা আপি।সময় ভালো হয়ে হয়ে মইরেনা।সবাই আপনাকে থাকতে গালমন্দ যান।নাস্তিক মুখটা খারাপ করলামনা।,religious,97
বুঝবে মর খান তারপরে,threat,19
এতো সুন্দর সুন্দর কিভাবে নাস্তিক বানিছে আল্লাহ উনাকে এতো মেয়ে যেই দুনিয়াতে আল্লাকেই ভুলে হায়রে নাফরমান,religious,102
নাস্তিক চু সময় সিদ্ধান্ত নিন সাফা কবিরকে পরকালে বিশ্বাস না।,religious,60
নাস্তিক অমুসলিম বেদ্বিন বেঈমান আল্লাহ সবাইকে হিফাজত করুন ইমান দীন জীবন যাপন তৌফিক আমল সবাইকে সহীহ্ বোঝ দীন আমিন,religious,111
বিশ্বাস না।,threat,11
একটা ছোট মেয়ে বড় কথা কিভাবে বললে নাস্তিক,religious,42
নাস্তিক ওয়ালি।,religious,15
পরিষ্কার নও একজন নাস্তিক।,religious,25
ইসলামিক ধর্মীয় অনূভূতিতে আঘাত দেওয়ার হওয়া মত উচিত৷ ফাঁসি অপরাধেতোর নাস্তিকের,threat,76
লাভ বুঝিয়ে নাস্তিক,religious,19
পরকালকে বিশ্বাস কোথা জন্ম নিয়েছে পরিবার নাস্তিক।,religious,49
গল্প বর হারামি বেঁচে বেইমান মুসরেক মরবি জাহান্নম বোজবি।,religious,55
বললে মানুষ পরকাল বিশ্বাস করো কিভাবে মুসলমান দাবি করছ নাস্তিক একটা জিনিসই একটা অপরাধ।,religious,84
নামটা মনটা সুন্দর কাফির কুৎসিত।কে,religious,33
মুসলমান বাবা মা মুসলমান আপনাকে বলি বাবা মার সম্মানের তাকাইয়া চুপ ছিল। তাছলিমা নাসরিন এক। বোন তওবা । আল্লা ওয়াদা বান্দা হইয়া মেয়ে আল্লা ততো মাপ দিবো। দেখেন বোন ইহুদি খৃষ্টান নাস্তিক ধর্ম তেক ইসলাম ধর্ম গ্রহণ করছে। একটা কথা বিধর্মিরা পরকাল বিশ্বাস মোসলমানের তওবা গুনা একথা টা পারলেন। নাউজুবিল্লাহ,religious,294
নাস্তিক নোটিফিকেশন থাকোতোমার চেক গালিগালাজ বেড়ে ভক্ত গুণ,religious,57
ভুক্ত হলে। নাস্তিকের অন্তর,religious,26
কবির গালাগালি জুতা মারো,threat,23
মত ধর্মীয় নেতারা কিভাবে ধরনের ছবি আপলোড,religious,40
মিয়া জানেন কিভাবে ধর্মীয় পুতুল খেলা ইসলামী আইন হানাফি মাজহারির ফতোয়া দেখেছেন।,religious,80
মিয়া জানেন কিভাবে ধর্মীয় পুতুল খেলা যেহেতু ইসলামী আইন প্রয়োগ পুতুল খেলা ইসলামী আইন ইমাম হান্নিফা রহমতুল্লাহির ফতোয়া দেখেন।,religious,126
চিন্তা কইরা দেখলাম গালি গালি তোমারে সবাই জেই জেই দিছে লাগলো দিলাম নিও নাস্তিক ইন বাংলাদেশ,religious,89
জাহেদ খান একটা জাহেদ খান তরে কয়জনে চিনে। হিরো আলমের জুতার যুগ্যতা ছাগল হিজরা তর নাই।,threat,84
পরকালকে বিশ্বাস করো ঈশ্বরের বিচার করো নাস্তিকরা চিন্তা ভুল বলিনি বলব বাঝে কাথা মাথায় আসছে।,religious,91
সারেতিনহাত দেহের তাকাও আল্লাহর অস্তিত্ব খুজে পাবা। কারখানা মেসিন উৎপাদনও তোমাকে কারখানার মালিক বিস্বাশ করবেনা কারন মালিক ছাড়া কারখানা তৈরি প্রশ্ন কর্মচারি বোন একটা ছোট্ট কারখানা বড় আকাশ মন্ডল ভুমন্ডল তৈরি করলো একটু ভাব এসুন্দর দেহ বুধ্দি থাকবেনে একদিন পরপড়ে পাড়ি জমাতে খমতাশিন থাকতে পারেনাই পরকালকে বিশ্বস করছনা খানেই পিরততে হবেবোন,religious,331
নাস্তিকের বাচ্চা তোমাকে বলছে ভাঙা কবির সাথে আসছি,religious,48
পাঠিয়ে নাস্তিকদের বাংলা জুতা পিটা ভারত উচিৎ,threat,44
নাটক জগতে টিকে থাকার বালের পোস্টে অভিনয় করছ সত্যি অনুতপ্ত হও মাকে জিজ্ঞেস করেছ বাবার ছেলে বিশ্বাস করো না।,religious,106
আলো তে কিট দৃষ্টি আকর্শন বলছি । কখনো নাস্তিক দের কখনো সেলিব্রেটি হিসেবে ডাকবেন না। বাংলার করোনার মত গজব আনতেছে। অনুরধ মত কুত্তাবাচ্চা জারজ দের কথা পোষ্ট করবেনা ।,religious,161
পতিতালয়ে জন্মগ্রহণ করেছ বেশ্যা নাস্তিক।,religious,40
লেখার ইচ্ছা সময়ের অভাবে লেখতে দেরি হলো।আল্লাহ কুরআন দিয়েছে মানুষকে আলোর পথে আসার জন্য।এখন একজনকে দেখলাম কুরআনের একটা আয়াত দিয়ে সাফা কবিরকে বুঝিয়েছে জান্নাত জাহান্নাম বিশ্বাস কতটা শাস্তি আল্লাহু নির্ধারিত রেখেছেন। বিশ্বাস বলেনি। হয়তো পরিবার শিক্ষা পায়নি হয়েছে এরজন্য পারতো বুঝিয়ে দিতেআমার রাগ সাফা কবিরকে বকা দিয়ে মুসলিম ধর্মের অপমান করছে।কারণ কোথাও লেখা নাস্তিককে আজে বাজে ভাষায় কথা হবে।বরং সাথে ভালো বোঝানো দেখেছি না।কিছুক্ষণ একটা পোস্ট দেখলাম ভুল বুঝতে পেরেছে আল্লাহর ক্ষমা চেয়ে নিয়েছে।তার পোস্টে কমেন্ট ভুল বলবে।আচ্ছা মানুষের বুঝতে অবশ্যই ভুলটা ভুল পারছে এতেই আলহামদুলিল্লাহ। দোয়া আল্লাহ হেদায়েত দান করুন।আমাদের মাঝেই নাম ধারি মুসলিম জাহান্নামের শাস্তি ভয় পায় না। বিশ্বাস,religious,674
ক্যামেরার নাস্তিকের পরিচয় দিয়েছেনআবার যেভাবে কায়দায় ক্যামেরার তওবা আস্তিক হোন আশা করবেন।,religious,88
দাঁত পরিষ্কার সরাসরি দাঁতের মিল আসবে নাস্তিকের বাচ্চা মুখ দুর্গন্ধ বের ওয়াক থু থু।,religious,83
ভুল বুঝতে পারেননি । পারলে ভূল থাকি কথা বলতেন । ভুল দ্বিধায় নাস্তিক তোর নাটকের অভিনয় পছন্দ করতামআজ তোর নাটক দেখবো নাস্তিকই তুই তোর জনপ্রিয়তা রাখার ক্ষমাপার্থী সেজেছিস তুই তোর জনপ্রিয়তা দিনও পাবিনা ধন্যবাদ ওইসব ভাইদের ফেসবুক আইডি হ্যাক ।,religious,235
নাস্তিক হও আল্লাহর ক্ষমা চাও নাটক বন্ধ করো দেখবে সবাই পছন্দ করো।,religious,64
সাফা কবির একজন নাস্তিক।,religious,23
হারামজাদি নাস্তিক তোমাকে ভুল তথ্য দিয়েছি।,religious,42
একজন নাস্তিক কিভাবে জানবে পরকাল কি।,religious,35
প্রশ্ন গরম পাচ্ছি গাছের পাতা নড়ছে বাতাসের গর্জন শোনা নাস্তিকের বাচ্চা ব্যথা দেখাতে,religious,83
দুঃখের সাথে চাই মুসলিম দাবি ধর্মীয় বিশ্বাসকে পরিত্যাগ বলবে একজন স্বাধীন দেশের নাগরিক হিসেবে মতামত প্রকাশ অধিকার,religious,112
মাঝে মাঝে নার্সরা হাসপাতালে বাচ্চা পরিবর্তন মেয়ে ইহুদি বাচ্চা নার্সরা হাসপাতালে আলাদা যেহেতু মুসলিম বাচ্চা ধরনের নাস্তিক কথা,religious,125
আপনাকে গালাগালি লাভ নেইকারণ একজন মুসলিম হয়ে একটা নাস্তিককে গালি দিয়ে গুনাহ্ প্রয়োজন করিনা।শুধু আল্লাহর বিচার দিলাম আল্লাহ নাস্তিক কাফিরদের পৃথিবীতেই শাস্তি দান মত নাস্তিকরা ইসলামকে অবমাননা সাহস পায় পরকালে বিশ্বাস আল্লাহ্ আল্লাহর বিচার দিলেনমহান আল্লাহ্ নিজ চোঁখে দেখছেনভালো একজন ধর্মীয় নেতার কলমা পড়ে মুসলিম হন।ধর্মীয় নেতা মানে বুঝেনআমাদের ইসলাম ধর্মে হুজুরইমামমুয়াজ্জিন।একজন নাস্তিক হয়ে ভাবলেন মত নাস্তিকের দোয়া আল্লাহ্ কবুল করবেনঅনেক আল্লাহ্ পাগল পড়ে আছেআপনার দোয়া কবুল নেই।নাস্তিকতার শাস্তি পৃথিবীতেই পাবেন ইনশাআল্লাহ্ অপেক্ষা করেন।আল্লাহ্নবীইসলাম সম্পর্কে বাজে কথা বললে।মন চায় তোদের মানুষ রূপী জোনোয়ারদের জিব্বাহ্ টেনে ছিড়ে ফেলি।গজব পড়ে ধৈর্য্যধর।,religious,651
তুই তোর নাস্তিক বাবা মা বল,religious,26
